id,edad,comuna,estrato,genero,gpoblacional,nivel_educativo,e_ingresos,e_sustento,e_talento,e_problematica,e_pasion,e_investigativo,aprendizaje_activo,creatividad_originalidad,pensamiento_alto,resolucion_problemas,liderazgo,gestion_tiempo,inteligencia_emoc,diseno_tecnologico,destrezas_manuales,gestion_finanzas,pensamiento_analitico,habilidades_visuales,fort_habillidades,toma_decisiones,ano_inicio,prim_emprend,bien_servicio,desc_bien,desarrollo_empren,rol,ingresos_sostenimiento,personas_empren,remuneracion,legal_vigente,tendencia,financiamiento,abandono,motivo_a,formalizacion,innovacion,presentacion_inn,sostenibilidad_ambiental,herramientas_tecnol,tecnologia,redes_sociales,apoyo_institucional,articulacion,acercamiento,ecosistema_emprendedor
456,18,Comuna 7-Robledo,3,Hombre,Migrante,Tecnica en curso,7,6,7,7,7,7,7,7,7,6,6,6,6,6,7,6,6,7,"Resolucion de problemas, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,Expresion social ,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,No,Menos de 1 SMMLV,La produccion es constante durante el ano,Ahorros familiares,No,,Ninguno de los anteriores,Si,La forma en que el bien/servicio es promocionado y vendido,No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,7
457,27,Comuna 7-Robledo,2,Hombre,Afrodescendiente,Pregrado en curso,7,7,7,4,7,7,6,7,7,6,6,4,6,4,6,3,4,4,"Destrezas manuales, resistencia y precision, Gestion de las finanzas, Habilidades visuales y discursivas",Poco comodo,2018,"Si, es mi primer emprendimiento",Servicio,"Es una marca local de ropa enfocada en la realizacion de disenos frescos y camisetas en formato tie dye, trata en sus objetivos impactar a traves de la sinfonia entre lo urbano y lo tropical, es una tendencia innovadora que utiliza los paisajes del pais como referente para la realizacion sus prendas. ",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,Si,"Intercambio de experiencias, Cooperacion",4
458,27,Comuna 15-Guayabal,3,Mujer,Ninguno de los anteriores,Pregrado,7,7,6,6,6,4,7,6,7,7,5,6,7,4,5,5,6,7,"Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,"los servicios psicologicos se presentara a toda mi comunidad, desde la infancia, adolescencia, adulto mayor, terapia parejas, etc. garantizando una mejor calidad de vida y salud mental a las personas.",Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales","Facebook, Instagram, Whatsapp",Ninguna,No,,4
459,22,Comuna 7-Robledo,2,Mujer,Ninguno de los anteriores,Pregrado en curso,7,7,6,4,6,1,7,7,5,6,6,6,5,5,3,5,4,5,"Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Bien,Prendas y accesorios femeninos,Produccion y comercializacion,"Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,La produccion es constante durante el ano,"Ahorros personales, Apoyo de familiares, amigos u otros.",No,,Ninguno de los anteriores,No,,No,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,Si,"Cooperacion, Otra",4
460,24,Corregimiento Santa Elena,2,Mujer,Ninguno de los anteriores,Tecnologia en curso,5,5,7,5,7,5,6,7,6,6,6,6,6,4,6,6,6,5,"Diseno tecnologico y programacion, Gestion de las finanzas, Habilidades visuales y discursivas",Relativamente comodo,2020,"No, ya he emprendido antes",Ambos,"DETALLES CON MATEROS ECOLoGICOS, PLANTAS CULTIVADAS EN SANTA ELENA",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",Si,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Instagram, Whatsapp",Ninguna,Si,Intercambio de experiencias,6
461,23,Comuna 11- Laureles Estadio,3,Hombre,Victima del conflicto armado,Tecnica,2,2,7,7,7,0,7,7,7,7,5,7,7,7,7,3,7,7,"Pensamiento critico, Liderazgo, Diseno tecnologico y programacion, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,"Por medio de la ayuda tecnologica, es posible agilizar el proceso de emprendimiento, a aquellos emprendedores que necesiten una mano, guia o personas con experiencias, por este motivo, se lanzara la aplicacion web y movil  que facilitara, guiara, motivara y no dejara que un emprendimiento quede a medias.",Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Whatsapp",Ninguna,Si,"Intercambio de experiencias, Cooperacion",4
462,24,Comuna 2- Santa Cruz,2,Hombre,Ninguno de los anteriores,Tecnica,1,1,1,1,1,0,2,2,2,2,2,1,2,1,2,1,2,2,"Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2017,"Si, es mi primer emprendimiento",Bien,Buscar jovenes de la comuna 2 con problemas de sustancias psicoactivas y ayudar y estar en un proceso para salir de este circunstancia que lo llevaba a drogarse,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales","Facebook, Twitter, Whatsapp",Ninguna,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",6
463,18,Comuna 9-Buenos Aires,3,Hombre,Ninguno de los anteriores,Secundaria,5,6,6,5,6,5,6,6,6,6,6,6,5,5,5,5,6,5,"Diseno tecnologico y programacion, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Relativamente comodo,2017,"Si, es mi primer emprendimiento",Servicio,Realizacion de pulpas de fruta 100% natural,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,Ahorros familiares,No,,Ninguno de los anteriores,Si,La forma en que el bien/servicio es promocionado y vendido,No lo se,No,,"Facebook, Whatsapp",Ninguna,No,,3
464,28,Comuna 11- Laureles Estadio,3,Mujer,Ninguno de los anteriores,Pregrado,2,2,7,6,7,7,7,7,6,7,6,6,6,6,7,6,6,6,"Liderazgo, Gestion del tiempo y coordinacion, Gestion de las finanzas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Bien,"Sari Yong busca concientizar a las personas sobre el respeto a los animales en general y asi mismo a cuidar el medio ambiente, representandolos en camisetas estampadas de animales, cuento con mas de 30 disenos los cuales las personas pueden escoger, manejo tallas de hombre mujer y ninos.. ",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,No hay personas adicionales involucradas,No,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,"Ahorros personales, Credito con entidades financieras, Apoyo de familiares, amigos u otros.",No,,Registro unico Tributario (RUT),Si,"Las caracteristicas del bien/servicio que ofreces, La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,6
465,28,Comuna 1-Popular,1,Mujer,Afrodescendiente,Tecnologia,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"Creatividad, originalidad e iniciativa, Liderazgo, Pensamiento analitico e innovacion",Relativamente comodo,2020,"No, ya he emprendido antes",Ambos,Atencion a la comunidad,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,Si,Intercambio de experiencias,5
466,26,Comuna 3-Manrique,2,Hombre,Ninguno de los anteriores,Tecnica,6,6,6,4,6,2,6,6,6,6,6,6,5,5,6,4,6,4,"Gestion del tiempo y coordinacion, Inteligencia emocional, Gestion de las finanzas",Relativamente comodo,Sin dato,"Si, es mi primer emprendimiento",Ambos,Comidas rapidas,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Algunas de ellas reciben remuneracion,Entre 1 y 2 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,Ahorros personales,No,,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,No,,"Facebook, Whatsapp",Ninguna,No,,6
467,28,Comuna 4-Aranjuez,3,Hombre,Ninguno de los anteriores,Tecnica,1,1,1,0,1,1,2,1,2,2,2,2,0,1,2,1,2,2,"Liderazgo, Gestion del tiempo y coordinacion, Destrezas manuales, resistencia y precision",Muy comodo,2019,"Si, es mi primer emprendimiento",Ambos,Elaboracion de alimentos artesanales por medio del fuego ,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Algunas de ellas reciben remuneracion,Entre 1 y 2 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,"Ahorros familiares, Credito con entidades financieras",Si,Problemas financieros,Ninguno de los anteriores,Si,La forma en la que el bien/servicio es producido,No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,Si,"Formacion de red o equipo articulado, Cooperacion",5
468,24,Comuna 7-Robledo,3,Mujer,Ninguno de los anteriores,Pregrado,2,7,1,1,7,1,7,4,7,6,6,3,4,0,3,5,5,6,"Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2018,"Si, es mi primer emprendimiento",Bien,"servicio de refrigerios, alimentacion industrial ",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Si,Mas de 4 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Credito con entidades financieras,Si,Pandemia,"Registro unico Tributario (RUT), Matricula de Industria y Comercio, Registro Mercantil",No,,Si,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Instagram, Whatsapp",Otra,No,,1
469,28,Comuna 11- Laureles Estadio,5,Mujer,Ninguno de los anteriores,Pregrado,0,0,5,7,7,0,5,6,4,7,7,5,5,3,6,3,6,5,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Pensamiento critico, Liderazgo",Relativamente comodo,2017,"No, ya he emprendido antes",Servicio,"Nuestra empresa se llama TALK y busca que las marcas se comuniquen de manera cercana y asertiva con sus clientes en todos los medios, especialmente a traves de digital",Produccion y comercializacion,"Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,No,Entre 2 y 3 SMMLV,La produccion es constante durante el ano,Ahorros personales,No,,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",No lo se,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales",Instagram,Acompanamiento tecnico o asesoria,Si,"Intercambio de experiencias, Cooperacion, Otra",5
470,16,Comuna 14- El Poblado,6,Mujer,Ninguno de los anteriores,Secundaria en curso,0,0,5,7,3,7,6,5,5,6,7,6,6,1,3,5,5,3,"Creatividad, originalidad e iniciativa, Destrezas manuales, resistencia y precision, Habilidades visuales y discursivas",Relativamente comodo,2018,"Si, es mi primer emprendimiento",Servicio,Carpooling dentro de una misma institucion educativa ,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales",Whatsapp,"Acompanamiento tecnico o asesoria, Formacion, Concurso, Financiacion",Si,Intercambio de experiencias,6
471,20,Comuna 3-Manrique,3,Mujer,Ninguno de los anteriores,Tecnica,5,3,5,4,6,5,6,7,4,6,7,6,7,4,5,5,6,5,"Liderazgo, Inteligencia emocional, Gestion de las finanzas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Ambos,"ofrecemos el servicio de maquillaje profesiona , clases de automaquillaje y venta de productos para el cuidado personal (perfumes,maquillaje)",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo",Son relativamente importantes en los ingresos del hogar,No hay personas adicionales involucradas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,"La produccion es ciclica, responde a una fecha o temporada especifica del ano",Ahorros personales,No,,Ninguno de los anteriores,No,,No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,4
472,17,Comuna 2- Santa Cruz,1,Mujer,Ninguno de los anteriores,Secundaria en curso,7,7,5,5,7,7,7,7,6,6,7,7,6,6,7,5,6,5,"Pensamiento critico, Diseno tecnologico y programacion, Gestion de las finanzas",Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,Un aplicacion movil para mujeres embazadas en la cual podran agendar sus citas de una bua forma para que asi no se le borren ni se le pierdan ,Idea,,,,,,,,,,,Si,"La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,Analisis de datos y toma de decisiones,Ninguna,Acompanamiento tecnico o asesoria,Si,Otra,6
473,22,Comuna 16- Belen,3,Mujer,Ninguno de los anteriores,Pregrado en curso,3,3,7,5,6,0,7,5,3,4,7,7,6,6,6,2,4,5,"Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion, Gestion de las finanzas, Pensamiento analitico e innovacion",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Ambos,"Somos una academia virtual de Yoga y Bienestar enfocada en el apoyo fisico, mental, espititual y emocional de nuestros clientes. Buscando ayudar a las personas a encontrar equilibrio en los diferentes planos de su vida. ",Produccion y comercializacion,"Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,La produccion es constante durante el ano,"Ahorros personales, Apoyo de familiares, amigos u otros.",No,,Ninguno de los anteriores,Si,"La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram","Acompanamiento tecnico o asesoria, Financiacion",No,,3
474,24,Comuna 12- La America,4,Mujer,Ninguno de los anteriores,Pregrado,7,4,7,7,7,7,7,5,6,7,6,7,7,3,6,5,7,7,"Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Servicio,"Atencion psicologica, atencion psicosocial, servicios de salud mental, asesoria a empresas ",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales","Facebook, Instagram",Concurso,Si,"Formacion de red o equipo articulado, Intercambio de experiencias",2
475,16,Comuna 5- Castilla,2,Mujer,Victima del conflicto armado,Secundaria en curso,4,3,7,3,7,3,6,4,4,4,5,6,6,4,5,4,4,4,"Creatividad, originalidad e iniciativa, Liderazgo, Diseno tecnologico y programacion",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Bien,La creacion de prendas de vestir para todas las edades y venta de ropa del esterior ,Idea,,,,,,,,,,,No,,No lo se,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,6
476,26,Comuna 9-Buenos Aires,3,Hombre,Ninguno de los anteriores,Pregrado,5,5,7,5,5,7,6,7,7,6,7,4,5,5,6,5,5,7,"Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2017,"Si, es mi primer emprendimiento",Servicio,"Desarrollo, produccion, distribucion y formacion cinematograficos.",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,Mas de 5 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,Apoyo de actores institucionales,Si,Pandemia,Ninguno de los anteriores,Si,"La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Vimeo, plataformas de distribucion","Concurso, Financiacion",Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",4
477,24,Comuna 7-Robledo,3,Mujer,Ninguno de los anteriores,Tecnologia,7,7,4,0,6,2,5,5,5,5,5,5,5,5,5,6,5,5,"Liderazgo, Gestion de las finanzas, Habilidades visuales y discursivas",Poco comodo,2020,"Si, es mi primer emprendimiento",Bien,ropa,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp","Acompanamiento tecnico o asesoria, Formacion, Financiacion",No,,2
478,27,Comuna 9-Buenos Aires,3,Mujer,Ninguno de los anteriores,Tecnologia,7,4,7,0,7,7,6,5,4,5,7,6,6,3,7,6,5,6,"Pensamiento critico, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Servicio,reposteria,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,No hay personas adicionales involucradas,No,Menos de 1 SMMLV,"La produccion es ciclica, responde a una fecha o temporada especifica del ano","Ahorros personales, Apoyo de familiares, amigos u otros.",No,,Registro unico Tributario (RUT),Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",No lo se,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Formacion,No,,5
479,27,Comuna 12- La America,3,Mujer,Ninguno de los anteriores,Tecnica,5,2,7,6,3,1,6,7,7,5,7,5,5,2,6,4,6,5,"Resolucion de problemas, Gestion del tiempo y coordinacion, Gestion de las finanzas",Muy comodo,2019,"Si, es mi primer emprendimiento",Ambos,"Realizo molderia y patronaje, trazo, corte y confeccion de prendas de vestir e indumentaria, y vendo el producto o presto el servicio para realizar el producto.",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final",Son la fuente mas importante de ingresos del hogar,1 a 5 personas,Si,Entre 2 y 3 SMMLV,"La produccion es ciclica, responde a una fecha o temporada especifica del ano","Ahorros personales, Credito con entidades financieras, Apoyo de familiares, amigos u otros.",No,,Registro unico Tributario (RUT),Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Proceso de produccion, Ventas en linea","Whatsapp, OLX --- para ofrecer el servicio por clasificado online",Ninguna,Si,"Formacion de red o equipo articulado, Otra",3
480,23,Comuna 7-Robledo,3,Mujer,Victima del conflicto armado,Tecnologia en curso,7,6,3,5,5,0,7,7,7,7,7,6,6,6,5,4,7,7,Gestion de las finanzas,Poco comodo,2020,"No, ya he emprendido antes",Bien,Accesorios femeninos,Idea en estado avanzado,,,,,,,,,,,Si,La forma en la que el bien/servicio es producido,No,Si,Ventas en linea,"Instagram, Whatsapp",Ninguna,No,,5
481,17,Comuna 16- Belen,2,Mujer,Victima del conflicto armado,Secundaria en curso,5,6,7,2,4,0,7,5,6,7,6,5,4,3,4,6,5,5,"Creatividad, originalidad e iniciativa, Liderazgo, Gestion del tiempo y coordinacion, Inteligencia emocional",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,Tener una base de datos que le permita al joven encontrar alternativas para ocupar su tiempo de tal manera que aproveche la pandemia en su favor,Idea,,,,,,,,,,,Si,Las caracteristicas del bien/servicio que ofreces,Si,Si,Analisis de datos y toma de decisiones,Ninguna,Ninguna,No,,7
482,28,Comuna 16- Belen,4,Mujer,Ninguno de los anteriores,Posgrado,0,0,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,"Inteligencia emocional, Gestion de las finanzas, Pensamiento analitico e innovacion",Muy comodo,2019,"Si, es mi primer emprendimiento",Servicio,Capacitacion,Produccion y comercializacion,Promocionar y publicitar el producto para fomentar su venta,Son la fuente mas importante de ingresos del hogar,1 a 3 personas,No,Entre 1 y 2 SMMLV,La produccion esta quieta por la pandemia.,"Ahorros personales, Credito con entidades financieras",Si,La pandemia por el covit 19.,"Registro unico Tributario (RUT), Numero de Identificacion Tributaria (NIT), Registro Mercantil",Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,7
483,24,Comuna 3-Manrique,3,Hombre,Ninguno de los anteriores,Pregrado en curso,7,7,7,5,7,0,7,7,7,7,7,3,7,4,6,7,7,7,"Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Gestion de las finanzas",Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,comida italiana,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final",Son la fuente mas importante de ingresos del hogar,1 a 3 personas,No,Entre 1 y 2 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,"Apoyo de familiares, amigos u otros.",No,,Ninguno de los anteriores,Si,"La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,Si,"Intercambio de experiencias, Cooperacion",7
484,26,Comuna 3-Manrique,2,Hombre,Ninguno de los anteriores,Pregrado en curso,7,7,5,7,7,0,7,7,7,7,7,5,7,0,6,3,7,6,"Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas",Muy comodo,2017,"Si, es mi primer emprendimiento",Bien,Equipamiento para mascotas ,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,"Ahorros personales, Ahorros familiares",Si,Problemas financieros,Ninguno de los anteriores,Si,La forma en la que el bien/servicio es producido,Si,No,,"Facebook, Instagram, Whatsapp",Formacion,No,,4
485,26,Comuna 3-Manrique,1,Hombre,Victima del conflicto armado,Tecnologia en curso,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,6,"Diseno tecnologico y programacion, Gestion de las finanzas",Muy comodo,2020,"No, ya he emprendido antes",Servicio,"Transporte publico, informacion de interes general, solicitud de domicios, etc mediante una app.",Idea,,,,,,,,,,,Si,"La forma en la que el bien/servicio es producido, En una sola solucion se pueden abordar y resolver varias problematicas",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Otro","Facebook, Noticiero barrial",Ninguna,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",5
486,28,Comuna 8-Villa Hermosa,2,Mujer,Victima del conflicto armado,Secundaria,1,1,2,2,1,0,3,3,3,2,3,2,2,2,2,2,2,3,"Liderazgo, Gestion de las finanzas",Muy comodo,2017,"Si, es mi primer emprendimiento",Ambos,Venta de ropa y accesorios ,Idea en estado avanzado,,,,,,,,,,,Si,"La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,1
487,26,Comuna 7-Robledo,3,Hombre,Ninguno de los anteriores,Pregrado,0,0,7,7,7,0,7,7,7,7,7,7,7,7,0,0,7,7,Diseno tecnologico y programacion,Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,"Somos una solucion de reparacion de celulares, segura, rapida en el lugar que lo necesites, nuestro objetivo es que tengas tu dispositivo funcionando y el acceso a su informacion en el menor tiempo posible. ",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Ventas en linea","Facebook, Instagram, Whatsapp","Acompanamiento tecnico o asesoria, Financiacion",No,,5
